strawberry	arugula	rhubarb	beet	banana	cranberry	elderberry	raisin	watermelon	tomato	chestnut	pea	currant	nectarine	cabbage	okra	lettuce	pineapple	ginger	mulberry	artichoke	fig	kiwi	quince	asparagus	olive	kohlrabi	chickpea	potato	fennel	thyme	plantain	type
0	203	71	3	97	50	1	167	51	138	0	104	142	66	2	2	129	340	67	311	4	28	3	2	0	170	0	154	0	302	161	39	1
132	32	19	0	59	122	1	1	175	251	0	185	18	81	376	274	309	0	62	0	105	112	914	269	462	284	41	150	0	222	65	0	10
365	72	52	0	41	190	5	81	41	155	3	34	208	61	3	3	95	462	322	251	121	21	11	1	22	82	0	67	0	30	19	119	9
2	228	173	224	129	84	209	0	85	13	249	113	80	43	132	345	43	1	115	3	0	145	0	305	0	49	135	58	97	89	33	3	6
164	142	93	0	105	55	5	2	114	92	0	96	57	82	69	320	76	2	69	1	189	72	447	361	521	31	167	202	1	35	71	0	10
200	180	74	123	184	229	216	111	90	114	193	112	155	332	125	58	143	233	11	219	195	52	217	353	448	65	74	162	55	162	40	519	15
1	39	34	171	24	107	216	178	81	145	102	76	71	209	0	3	100	188	116	306	4	283	0	0	1	305	1	260	393	159	85	187	5
55	126	59	1	128	249	1	4	10	76	0	122	119	118	4	3	73	0	51	0	455	19	364	0	41	15	1	109	4	59	84	0	8
3	147	56	2	80	61	2	0	267	107	0	54	236	139	70	64	151	1	29	4	1	74	3	70	1	124	6	44	0	76	173	0	2
159	227	13	176	17	48	88	290	57	19	705	37	55	57	2	0	256	308	140	102	258	74	242	0	194	187	1	65	333	67	128	249	13
0	80	135	139	105	1	440	117	63	230	72	283	93	77	273	407	102	121	97	320	3	117	0	760	2	119	168	96	377	25	3	145	7
3	216	26	43	84	67	208	37	109	97	84	54	113	140	1	0	123	65	62	246	5	56	0	0	0	212	1	38	479	93	74	768	5
295	80	146	1	64	35	1	0	4	120	3	235	47	32	18	285	211	0	186	0	140	249	207	381	178	119	389	174	0	34	301	0	10
443	120	150	170	12	104	300	679	31	149	161	157	80	121	40	31	35	27	271	265	42	152	115	52	66	161	381	58	52	17	123	70	15
4	96	277	177	168	67	67	543	122	21	113	187	99	41	0	0	326	221	282	100	0	67	0	0	1	31	0	30	97	45	47	269	5
0	15	69	180	8	21	255	60	171	82	52	46	198	32	152	455	21	393	35	119	1	49	3	107	4	63	18	35	144	60	43	146	7
85	290	97	252	74	19	97	125	65	101	446	25	56	55	1	2	200	102	41	406	433	169	73	1	61	36	0	231	27	105	266	60	13
111	215	115	0	87	34	1	1	84	99	2	24	319	30	0	1	67	0	137	0	109	66	69	0	449	53	1	68	2	91	96	0	8
19	128	35	1	32	202	1	2	82	130	0	36	126	4	37	152	162	0	15	1	415	201	72	64	114	37	261	24	0	320	111	1	10
287	92	66	157	90	38	161	0	55	44	528	132	73	34	407	212	103	5	299	2	42	46	112	473	473	204	383	53	354	23	59	0	14
0	251	146	0	169	186	2	0	72	47	1	109	52	70	128	130	112	1	88	2	0	15	4	133	1	99	37	53	0	104	85	1	2
181	101	122	251	109	51	460	0	164	61	142	87	81	130	0	0	137	0	50	0	167	191	393	1	119	37	0	187	422	132	61	2	12
20	177	321	205	56	72	143	3	63	123	464	98	192	20	139	89	113	0	25	2	228	151	457	25	76	79	426	413	208	172	88	0	14
104	147	115	37	73	118	288	0	264	11	268	115	77	33	1	0	208	2	72	0	466	281	2	2	375	276	0	55	140	150	9	0	12
0	99	66	21	114	60	344	172	64	32	334	64	28	20	4	0	22	72	108	187	2	70	0	3	0	70	1	52	239	194	95	18	5
1	11	78	0	123	174	1	0	242	43	0	99	106	87	1	2	53	0	10	1	1	60	1	1	2	106	0	46	1	73	92	0	0
91	97	8	1	54	173	0	21	18	26	1	131	63	32	3	0	247	142	102	95	487	96	201	0	322	137	1	48	0	107	119	55	9
261	126	87	0	51	42	1	4	145	56	0	92	13	11	438	286	51	0	48	0	167	68	305	131	240	73	282	229	1	67	11	0	10
278	125	77	91	85	64	103	49	2	30	305	97	131	108	14	229	141	584	85	80	231	62	524	373	59	338	38	97	541	22	86	256	15
14	0	15	374	30	84	326	0	189	200	16	40	105	50	0	1	140	0	33	0	182	86	85	0	234	69	1	42	78	133	94	1	12
422	29	45	0	79	17	0	0	232	96	5	198	79	87	119	454	64	1	76	0	80	33	570	34	199	34	251	136	1	149	33	1	10
263	99	5	2	145	23	0	56	18	108	0	41	40	58	0	1	91	307	85	33	81	117	83	1	90	40	0	24	3	51	44	140	9
3	150	78	4	78	28	1	61	233	127	3	67	71	61	316	138	131	456	48	162	2	18	0	20	0	44	103	117	0	71	201	271	3
187	5	212	1	83	82	3	177	132	95	4	225	178	215	29	76	18	382	160	285	188	125	1235	154	58	51	207	220	0	96	67	52	11
0	52	8	95	156	246	271	126	19	16	263	70	22	34	1	1	66	193	73	176	2	213	1	2	1	45	0	48	428	97	174	17	5
1	43	148	0	100	77	2	0	104	82	2	30	70	43	235	85	66	2	127	2	1	48	1	154	0	158	13	155	2	148	90	0	2
243	69	49	1	114	75	0	3	75	98	2	13	99	64	57	83	62	1	11	1	215	265	481	115	126	25	39	101	0	52	156	3	10
73	159	136	113	65	7	202	24	12	198	175	52	75	19	3	0	128	123	63	37	114	60	164	2	60	160	0	206	467	108	50	322	13
0	66	59	3	177	23	0	2	169	134	0	20	125	247	299	253	18	1	2	1	4	59	0	434	1	93	64	67	1	35	60	0	2
2	32	80	46	113	2	340	1	108	191	107	114	17	170	1	0	49	0	208	1	1	88	1	0	3	36	0	94	482	28	62	0	4
10	427	198	0	105	19	2	0	176	151	0	61	93	49	1	2	46	1	45	1	0	59	3	1	1	219	0	33	1	37	71	1	0
98	80	84	52	131	148	243	0	20	17	7	220	219	150	63	107	14	0	20	1	55	64	46	311	154	169	459	68	14	328	73	1	14
490	154	278	0	65	6	0	0	136	3	1	166	91	58	3	5	89	0	122	0	49	230	124	0	137	121	0	39	0	98	200	1	8
1	48	257	0	191	71	1	33	243	269	2	21	158	84	65	144	129	123	38	229	3	33	2	123	1	17	289	89	0	18	20	71	3
1	170	17	5	97	96	0	1	118	23	1	9	111	114	1	0	210	0	134	2	0	21	0	2	0	144	0	91	0	18	77	0	0
2	14	120	152	30	29	115	98	178	80	245	144	11	316	0	1	188	73	70	519	2	50	0	1	0	180	2	5	158	140	200	198	5
1	85	69	193	24	133	406	2	117	128	480	65	169	6	0	7	125	1	54	2	1	192	0	0	0	141	1	146	72	40	233	0	4
4	24	118	138	50	158	306	238	16	52	22	25	50	294	3	0	136	182	169	66	30	79	166	1	188	50	1	88	384	102	8	213	13
2	229	79	74	68	73	287	380	33	49	129	115	166	47	40	312	36	194	12	327	0	228	3	221	0	108	452	107	92	57	179	580	7
350	67	52	0	24	58	0	53	68	33	0	59	157	37	1	0	2	615	28	214	131	33	132	0	340	229	0	79	0	104	87	263	9
1	34	155	0	176	107	0	196	26	117	1	41	226	39	0	0	14	104	85	102	1	46	0	1	3	193	0	23	0	119	24	142	1
0	64	22	0	33	243	1	249	225	74	1	8	84	57	72	204	22	47	94	178	0	165	0	186	0	120	387	181	0	88	93	33	3
113	91	98	509	20	92	61	82	36	41	61	22	117	55	27	149	32	359	229	139	179	190	235	254	276	9	414	102	267	138	121	353	15
104	144	160	106	167	228	211	1	65	117	64	120	79	34	55	360	117	1	97	1	441	17	74	211	292	42	134	69	237	134	78	2	14
140	45	60	371	44	237	208	176	43	88	200	77	213	36	3	0	219	161	125	478	83	95	84	0	135	33	1	39	278	44	274	211	13
119	85	47	51	57	217	55	108	64	103	135	217	187	189	70	329	67	91	106	90	61	176	376	104	87	16	224	71	95	32	111	111	15
41	79	87	157	28	70	135	4	68	45	28	76	214	76	3	0	155	3	39	0	212	79	218	3	192	117	2	390	127	60	53	1	12
49	47	210	55	34	302	162	1	73	102	146	170	122	178	142	97	153	3	11	3	155	67	121	296	388	22	154	93	168	108	45	4	14
35	92	185	1	20	83	1	3	23	139	0	101	22	35	213	53	69	4	134	0	285	91	198	71	276	67	254	3	1	92	130	0	10
173	66	122	404	36	34	211	333	15	63	202	136	46	133	1	0	68	71	84	78	302	26	178	0	287	225	1	22	755	126	107	203	13
39	101	105	1	215	41	1	2	11	96	2	95	31	15	240	268	51	0	36	2	55	136	68	259	132	39	139	181	0	85	124	0	10
5	88	58	0	37	63	0	240	207	64	0	83	104	20	4	1	25	63	75	522	7	84	7	0	0	57	2	48	0	222	217	495	1
5	94	46	266	172	45	115	122	48	7	86	39	11	58	1	1	148	301	18	476	0	45	0	0	2	170	0	313	167	86	155	568	5
562	97	79	505	212	61	198	480	96	15	84	60	348	121	259	136	120	363	36	405	187	35	38	229	238	83	351	77	82	112	48	389	15
163	52	163	3	152	111	1	1	46	332	1	36	99	97	114	111	66	2	134	3	503	215	421	238	324	168	135	112	5	202	70	2	10
116	37	43	16	87	72	275	4	11	30	55	73	109	35	0	1	0	1	26	0	215	19	178	2	47	55	5	67	157	80	9	0	12
2	32	293	32	61	233	284	1	11	186	152	58	83	56	1	1	7	2	42	0	0	142	0	0	1	88	0	99	66	43	159	0	4
275	44	160	0	59	19	0	63	317	91	4	81	203	128	3	1	52	229	109	63	106	541	221	2	64	165	0	104	0	108	135	193	9
2	75	79	3	62	66	0	44	55	31	0	45	59	238	0	1	123	69	8	269	0	219	3	0	0	248	1	114	2	9	84	310	1
1	145	53	0	195	66	0	164	285	98	1	106	138	29	174	126	110	275	44	101	0	158	0	47	1	17	17	47	0	345	146	76	3
0	7	112	0	244	89	1	29	51	70	0	182	63	26	167	347	16	86	202	354	0	70	2	2	1	47	184	190	2	284	62	50	3
802	375	140	0	177	106	0	0	243	64	1	49	36	22	0	0	157	1	113	0	252	69	460	0	74	80	0	41	0	82	41	1	8
0	54	159	249	97	90	186	26	86	125	31	52	6	29	29	381	105	437	40	51	0	47	2	479	0	95	280	16	96	10	42	112	7
1	149	5	307	170	128	6	0	48	46	93	26	161	14	0	0	69	0	146	0	0	193	1	0	0	3	0	130	139	105	23	0	4
0	32	114	0	83	94	0	3	109	299	1	78	171	71	257	56	57	1	233	1	0	32	2	61	0	161	313	123	1	247	70	1	2
224	150	118	0	2	234	1	1	66	71	0	221	16	97	0	1	120	2	31	1	19	137	299	3	57	35	1	114	3	72	49	0	8
0	219	176	3	21	74	1	112	83	99	0	46	200	131	130	255	30	68	123	103	5	50	0	88	0	98	75	70	1	72	268	124	3
29	38	140	0	65	40	1	445	41	116	4	43	66	81	326	214	37	67	118	10	146	383	87	133	204	120	92	147	0	63	139	33	11
1	116	181	324	78	24	67	85	18	58	65	147	121	78	72	428	65	171	18	154	0	29	1	263	2	166	174	137	244	191	230	106	7
0	104	62	0	349	237	0	1	75	43	1	47	23	152	1	1	6	0	69	0	1	16	1	0	1	91	0	79	0	89	50	0	0
100	69	65	247	19	500	165	2	25	31	178	146	22	76	0	1	83	0	120	2	188	137	157	0	177	117	3	65	513	169	98	0	12
259	10	23	92	29	123	204	1	77	47	314	34	68	37	117	339	69	0	172	2	114	74	400	107	110	104	203	208	274	192	89	0	14
104	21	159	415	11	14	216	256	62	113	124	181	49	14	4	2	11	41	6	31	7	18	185	0	445	89	0	63	194	305	94	178	13
0	90	16	180	19	56	108	2	79	16	98	51	110	76	301	152	97	2	32	0	1	26	4	61	0	5	178	52	189	49	23	1	6
279	374	235	0	110	366	2	0	134	72	0	123	234	79	76	48	124	0	109	1	597	154	118	253	71	24	150	18	3	61	112	0	10
143	48	228	1	128	166	0	174	24	38	1	162	91	119	1	1	95	115	282	240	222	105	176	3	147	104	0	152	1	113	106	103	9
0	57	26	0	25	84	2	231	218	47	0	28	122	77	1	4	267	204	41	125	1	93	2	3	6	77	1	89	1	111	156	42	1
107	216	122	1	39	158	1	164	32	36	2	84	126	66	4	2	119	303	48	68	276	102	369	1	902	71	1	32	0	60	134	205	9
1	97	11	0	99	90	1	186	18	19	2	117	85	39	362	214	104	181	66	53	1	74	2	93	1	113	287	222	1	18	55	334	3
85	35	53	0	53	48	1	0	116	149	2	110	59	42	475	154	177	0	106	3	175	21	148	336	16	209	219	32	0	113	100	4	10
149	56	86	106	159	42	300	1	170	135	32	70	165	151	1	0	48	1	57	0	251	254	313	3	33	24	0	18	260	70	112	0	12
123	85	177	3	150	178	0	89	97	51	2	111	130	79	1	0	128	143	197	80	17	140	518	1	53	168	0	114	1	108	142	274	9
3	212	130	0	11	24	1	1	156	25	2	24	45	34	19	258	82	0	152	0	0	136	1	149	1	26	71	160	4	7	99	1	2
36	43	46	101	134	10	331	225	74	60	65	205	27	180	2	1	25	236	60	62	144	442	231	2	334	202	1	23	123	143	58	456	13
0	20	90	0	88	61	0	1	72	92	0	49	89	147	139	363	60	0	135	0	0	31	2	565	1	68	177	39	1	465	184	0	2
136	46	85	3	45	171	0	143	31	96	1	121	57	109	76	149	119	269	61	28	407	28	115	147	267	53	63	141	1	60	147	237	11
0	525	15	221	59	142	135	0	36	127	135	167	120	76	1	0	90	0	204	2	2	153	4	0	0	82	0	402	78	196	37	0	4
197	60	94	172	159	104	248	106	43	69	90	95	54	35	36	255	81	583	216	329	159	31	479	35	68	100	144	159	61	102	19	179	15
303	60	117	193	74	119	325	246	146	81	212	22	61	92	1	0	104	154	162	332	44	18	120	2	211	120	2	146	181	75	192	154	13
175	5	55	194	94	189	119	1	110	14	156	64	72	70	107	206	23	1	9	0	806	18	147	74	231	214	367	28	262	81	67	1	14
2	40	166	653	21	86	157	3	90	131	337	168	10	50	26	35	62	2	47	0	1	21	1	150	1	129	299	90	134	43	23	4	6
190	37	10	139	75	193	156	2	147	106	55	71	52	187	343	260	52	0	46	1	185	31	221	493	363	93	50	242	240	38	162	2	14
258	71	169	3	63	152	2	201	140	20	0	80	25	70	0	1	90	36	91	405	188	73	56	4	32	162	0	164	2	15	99	76	9
9	39	122	134	36	126	54	175	72	41	391	263	61	176	169	33	214	70	94	128	210	209	267	63	365	37	355	154	262	65	31	145	15
0	106	137	0	77	15	1	0	14	26	1	89	75	39	52	286	10	0	156	1	3	53	2	33	2	156	405	17	1	0	22	1	2
289	33	114	598	67	107	68	0	67	146	111	113	69	195	118	22	24	0	69	1	89	109	227	223	199	229	258	18	195	121	168	0	14
623	74	235	1	76	53	1	4	33	122	0	17	299	96	249	508	44	0	197	0	31	68	61	270	129	139	107	87	0	21	48	1	10
0	21	64	0	28	13	0	0	58	16	0	158	175	3	153	150	47	2	134	4	1	89	0	166	0	124	159	35	0	94	84	3	2
363	51	89	1	19	15	0	0	113	332	1	158	113	106	2	4	49	3	127	4	204	172	489	2	59	52	0	191	1	174	138	0	8
2	55	100	0	65	21	0	149	38	32	0	28	25	35	67	384	60	53	156	293	0	26	1	74	0	48	179	69	1	70	31	267	3
0	85	60	0	188	212	0	130	66	93	1	58	18	138	509	99	109	50	81	33	3	210	0	471	0	57	16	15	0	105	53	98	3
3	30	117	275	80	52	95	4	32	15	307	49	51	117	88	411	34	1	157	4	1	226	1	44	1	47	50	70	607	20	89	3	6
75	138	91	446	25	97	263	142	22	76	242	204	81	22	318	150	240	404	92	537	341	85	318	246	118	214	32	43	356	162	183	122	15
1	78	47	163	75	68	243	309	75	74	67	35	52	75	5	0	27	228	173	27	1	227	2	1	3	93	6	64	245	26	10	157	5
325	87	18	333	38	59	137	162	159	242	675	166	13	181	19	73	20	86	64	864	485	64	18	71	166	324	354	240	274	293	259	126	15
19	60	152	0	58	12	1	280	96	154	3	44	82	38	58	54	9	290	44	110	94	26	66	118	118	44	213	121	1	78	152	188	11
2	73	103	87	31	145	711	409	12	36	465	52	112	104	252	432	13	182	65	35	2	39	0	280	1	136	238	104	140	7	133	20	7
67	33	11	122	388	194	236	346	58	14	273	46	118	384	0	0	20	102	105	233	120	331	187	2	359	31	1	117	96	73	159	32	13
3	14	20	1	93	286	0	0	129	82	0	154	144	172	124	123	118	0	224	0	0	168	2	30	6	101	314	122	1	170	24	1	2
122	35	181	2	236	82	0	1	40	139	0	48	68	119	1	0	137	0	153	0	64	211	110	2	100	91	1	121	2	118	59	0	8
0	44	86	2	80	30	1	0	371	97	0	22	106	148	53	473	30	0	147	0	0	274	0	146	2	38	336	118	4	34	22	4	2
93	66	75	243	136	46	218	0	27	67	333	357	51	85	84	43	73	0	249	0	96	300	298	164	442	107	176	24	286	317	103	2	14
1	219	85	29	52	16	19	1	199	55	288	260	16	83	93	111	160	1	97	1	1	88	0	112	0	150	214	132	82	112	140	0	6
2	97	41	3	96	186	1	171	11	73	0	29	75	38	258	34	19	256	102	8	0	185	0	357	0	4	279	160	0	132	55	202	3
2	171	76	83	235	47	137	292	191	18	465	26	66	89	288	144	288	159	77	614	0	56	1	196	1	36	52	54	245	16	67	122	7
0	169	36	0	111	44	0	0	105	158	0	313	182	58	548	63	157	1	179	2	2	66	1	36	1	190	418	39	1	157	95	0	2
696	30	159	200	94	11	113	2	132	127	108	7	40	264	278	50	47	2	31	0	32	38	71	268	339	113	363	172	13	124	105	1	14
145	111	161	175	144	117	20	3	86	16	52	10	76	88	141	152	8	0	5	0	129	207	76	286	1	177	35	137	189	200	50	0	14
0	108	81	294	61	115	4	223	342	172	467	156	278	63	300	264	55	149	87	98	0	2	0	182	0	12	59	57	175	199	155	184	7
43	41	103	2	76	161	7	1	12	27	0	132	111	46	1	0	26	0	37	2	94	89	154	3	108	241	1	89	3	48	58	0	8
0	14	93	0	61	39	1	96	79	103	0	123	65	30	0	3	33	70	109	81	4	59	1	0	1	240	2	13	0	316	139	259	1
1	247	154	58	207	58	174	36	177	105	43	103	181	80	0	0	113	96	90	281	0	105	0	0	0	175	2	120	220	60	86	435	5
0	51	149	1	71	54	0	5	6	84	0	40	155	152	150	113	183	0	49	1	0	169	0	359	0	90	18	158	2	19	73	0	2
0	24	83	68	106	243	211	1	84	184	184	173	32	160	0	3	87	1	40	1	1	72	4	1	0	83	0	58	72	154	174	2	4
519	71	19	24	178	58	148	3	221	43	91	56	7	126	465	71	72	1	20	4	178	25	88	193	236	109	147	56	34	67	82	5	14
1	22	115	2	35	11	0	1	222	92	2	184	179	121	338	279	52	1	193	1	0	36	1	526	0	81	97	5	1	51	354	5	2
1	99	36	2	82	113	0	0	59	44	1	164	177	44	1	0	48	1	72	2	3	31	0	0	3	89	1	72	3	21	42	0	0
203	97	150	135	162	43	193	15	50	175	70	168	73	121	189	459	75	80	186	81	92	80	465	114	171	14	115	86	116	46	62	371	15
0	308	88	1	12	55	0	194	38	85	0	93	138	28	254	27	16	893	166	338	1	61	2	104	3	29	441	17	1	147	138	307	3
100	284	21	1	66	44	5	135	161	52	4	214	117	300	0	3	33	236	134	207	303	94	265	0	109	43	0	99	0	124	40	172	9
1	58	53	683	69	46	71	0	113	70	189	125	41	129	0	1	126	1	87	0	1	45	2	2	0	40	1	224	96	108	71	2	4
49	131	187	373	55	36	96	229	106	95	229	9	54	24	212	441	33	129	59	267	22	224	123	474	46	170	416	131	343	118	63	227	15
873	164	11	54	111	150	247	2	116	54	300	99	197	287	67	32	22	1	149	0	123	260	438	91	336	16	42	57	136	114	36	0	14
191	18	103	2	70	248	0	4	248	28	1	109	51	157	1	1	13	0	116	2	324	338	265	2	349	179	6	371	1	90	83	0	8
281	52	57	627	82	116	358	0	12	57	184	239	131	59	1	1	325	0	134	0	193	75	334	0	85	88	1	41	212	279	77	1	12
3	100	248	0	61	44	0	343	22	28	0	93	100	99	670	168	22	70	72	80	0	202	0	22	0	78	91	110	2	93	10	23	3
1	239	39	31	48	44	485	0	325	57	129	94	91	153	0	3	63	1	90	0	3	70	3	1	1	255	0	267	123	162	294	0	4
153	44	117	1	124	77	0	197	22	72	1	153	85	70	254	101	134	246	148	45	208	33	112	249	115	201	166	111	0	67	178	40	11
113	63	173	0	137	124	1	2	34	63	0	160	214	87	137	118	134	295	25	118	172	15	383	57	251	113	111	159	1	47	130	379	11
1	3	26	1	166	185	1	1	68	2	2	70	30	5	136	134	162	6	5	1	0	175	2	353	1	62	76	208	0	74	70	0	2
4	23	86	0	83	56	0	1	549	128	0	15	68	5	200	237	167	1	147	0	0	198	2	17	1	162	43	54	0	96	94	4	2
585	52	43	0	29	82	0	34	40	219	1	63	144	147	1	1	306	100	191	320	359	7	114	2	178	103	0	7	2	51	38	357	9
33	71	22	1	245	65	2	0	109	184	0	87	13	111	0	0	80	2	5	4	212	23	186	2	213	160	0	171	1	18	86	0	8
125	53	11	158	292	20	95	84	180	105	165	78	73	58	1	0	99	60	33	72	114	172	49	0	29	56	0	115	276	148	21	637	13
0	19	151	220	50	63	279	0	105	458	38	50	92	45	15	81	78	2	142	2	1	103	1	123	1	5	212	199	112	41	256	3	6
1	97	9	20	228	75	130	2	47	182	348	74	2	97	130	286	77	0	27	2	1	49	2	204	0	175	342	296	270	43	11	0	6
0	13	153	1	43	3	1	0	31	239	4	50	143	1	4	0	91	1	114	0	2	112	1	1	1	153	1	115	0	178	39	3	0
3	24	46	1	50	11	1	149	120	66	0	167	144	166	95	166	1	17	205	59	2	78	0	160	0	183	162	194	7	20	171	336	3
130	19	46	0	107	55	3	175	48	160	0	117	164	311	37	107	224	19	135	71	192	10	189	753	43	21	81	36	1	145	104	110	11
3	38	98	2	210	19	0	105	16	210	1	123	103	130	184	98	201	182	110	215	0	74	0	131	0	148	236	178	0	135	202	23	3
0	115	88	0	127	150	2	255	71	45	0	29	60	7	322	48	26	853	96	30	1	174	0	133	3	33	150	11	0	108	149	972	3
163	25	22	0	2	120	1	278	164	32	2	45	232	162	1	5	56	471	261	56	235	59	36	1	339	163	4	93	0	148	83	330	9
1	107	134	0	9	71	2	0	149	166	0	195	212	90	3	0	19	1	106	0	1	22	1	0	1	66	0	109	0	86	121	1	0
0	123	37	0	44	240	1	0	91	64	0	43	151	38	217	284	376	3	232	2	2	59	0	223	6	89	208	249	0	71	163	1	2
137	89	87	3	96	56	0	1	286	72	0	96	79	43	3	0	167	1	197	1	333	71	41	3	99	10	5	99	2	122	64	2	8
0	28	27	267	56	143	106	0	184	62	88	12	160	41	0	1	59	0	54	0	2	147	0	0	0	115	0	43	78	318	91	0	4
33	494	65	576	45	74	305	4	91	65	857	30	51	139	141	90	39	0	172	0	217	54	104	126	209	78	212	178	172	81	174	0	14
1	208	181	2	206	132	2	618	84	20	0	347	54	58	55	210	15	273	54	315	3	116	0	151	0	66	366	150	0	17	69	258	3
68	200	120	1	12	40	0	1	9	78	0	176	89	39	215	115	10	0	32	0	77	34	182	97	131	33	50	59	0	198	132	3	10
1	191	228	178	375	122	199	162	80	65	213	33	268	180	317	259	165	137	154	71	0	185	0	112	0	102	120	102	27	165	125	335	7
45	62	75	620	85	71	108	1	75	68	61	189	70	31	159	474	403	0	151	1	38	34	19	75	328	68	79	152	222	94	105	0	14
2	85	197	0	77	29	1	1	31	44	0	289	106	378	55	230	256	0	115	2	1	60	0	89	2	189	245	55	3	74	126	1	2
184	293	118	1	73	119	1	2	85	481	0	39	196	18	204	92	27	1	88	0	97	285	310	159	142	197	129	129	0	95	40	1	10
4	96	95	3	241	66	2	263	191	55	2	251	134	39	160	214	169	72	136	27	1	118	1	208	0	95	460	55	1	5	70	5	3
42	98	64	2	143	91	1	0	67	195	1	12	58	108	0	0	96	0	33	2	254	149	164	2	275	48	1	39	2	335	22	5	8
1	69	127	152	68	163	152	244	100	139	116	405	63	132	1	0	161	90	91	118	0	211	3	0	0	195	4	46	354	55	214	453	5
1	137	61	195	145	104	458	0	165	158	104	59	40	113	207	66	79	2	244	0	0	156	0	15	1	80	40	160	379	155	19	1	6
183	514	374	517	84	39	23	586	40	90	149	123	82	149	146	238	39	248	58	66	133	143	248	41	322	182	275	192	199	65	108	852	15
237	17	19	0	158	32	1	119	125	113	1	67	36	127	8	729	211	125	82	487	271	125	82	356	393	126	9	177	2	27	46	20	11
0	73	22	3	73	40	0	100	19	18	0	17	173	21	52	285	189	5	111	287	1	30	3	273	0	224	105	105	3	175	84	98	3
3	61	207	1	87	134	1	225	160	61	1	53	9	62	0	3	50	142	199	93	0	152	2	5	0	96	0	109	0	81	57	142	1
0	128	114	227	69	111	429	0	128	116	60	46	239	60	382	75	52	1	203	4	0	185	0	20	4	262	283	108	198	185	227	2	6
262	92	391	91	108	159	141	0	132	129	751	260	69	175	216	294	201	0	222	2	147	160	266	215	132	55	113	21	356	165	111	2	14
103	133	95	212	151	50	275	0	158	36	52	60	26	136	130	175	96	0	328	0	465	79	25	23	164	201	150	20	205	151	71	1	14
0	45	14	4	70	4	2	1	140	69	0	31	82	77	599	19	35	0	84	0	0	64	1	305	0	93	93	56	0	60	60	0	2
158	35	110	106	143	330	160	87	16	93	148	31	106	60	2	1	69	604	34	157	120	39	159	0	47	83	2	370	45	46	251	119	13
59	361	206	0	80	73	0	0	92	31	1	31	37	165	3	0	49	2	184	0	89	61	268	0	94	22	2	54	1	1	28	0	8
2	30	46	436	92	38	15	0	7	262	46	55	21	6	149	300	249	0	134	0	0	12	0	289	1	79	240	53	470	40	161	0	6
210	51	344	3	36	104	0	0	181	74	1	125	51	36	1	1	46	1	23	0	6	66	45	1	300	39	1	159	0	100	9	0	8
0	106	54	1	14	238	0	0	124	112	2	344	97	19	225	290	78	0	117	3	1	144	1	85	5	35	50	16	5	150	43	0	2
2	160	113	297	80	238	177	387	42	45	56	64	38	75	522	165	67	553	29	122	0	140	4	479	0	131	169	121	25	59	10	102	7
121	175	118	0	38	638	1	2	31	92	0	43	162	76	0	1	56	0	112	2	147	238	445	0	84	48	2	39	1	82	101	0	8
412	42	69	207	75	121	94	454	128	30	46	153	155	144	114	453	48	123	28	251	114	108	15	275	246	208	126	110	284	43	28	370	15
0	117	73	37	33	79	487	193	213	32	366	293	223	103	43	441	65	342	443	212	0	167	2	52	0	41	158	54	198	21	48	56	7
223	183	208	308	31	21	57	107	165	47	517	75	35	56	1	0	166	14	28	538	264	46	112	2	48	44	1	10	29	151	52	265	13
0	36	101	0	137	9	0	110	139	49	2	39	111	216	5	3	71	50	235	112	0	57	1	2	0	47	3	53	0	26	37	155	1
657	200	0	19	33	35	196	35	103	38	126	159	127	152	144	63	27	69	47	118	181	104	186	142	109	28	575	212	71	17	144	105	15
3	315	207	0	26	55	0	655	51	22	1	45	25	392	18	507	366	19	76	65	0	35	3	366	0	211	251	113	0	35	42	68	3
0	62	76	1	117	36	1	199	101	231	0	26	29	62	0	2	15	401	114	310	0	98	1	0	1	106	1	109	1	233	20	222	1
0	5	27	0	68	69	0	0	65	23	2	31	49	146	636	253	129	0	60	1	1	83	2	525	0	235	157	216	0	12	81	0	2
4	108	264	0	174	42	0	2	66	80	1	33	118	87	1	1	199	0	95	2	0	51	0	0	1	34	3	72	3	41	70	0	0
0	86	32	117	8	11	172	110	137	69	222	80	101	31	0	0	85	53	133	431	0	161	1	0	2	160	3	184	129	76	305	102	5
1	62	87	1	26	92	1	0	120	168	0	54	51	60	144	329	23	0	95	0	2	459	0	39	2	98	346	45	2	47	77	0	2
218	79	96	1	54	45	0	2	1	59	2	75	160	105	1	1	135	4	14	0	496	80	59	1	324	49	0	26	0	13	164	1	8
67	59	49	1	158	127	1	1	223	131	1	153	28	76	0	0	59	1	136	1	83	77	517	0	67	33	0	74	3	108	245	0	8
186	38	28	313	244	29	55	110	61	49	378	48	8	319	1	0	2	185	143	148	9	14	157	0	250	35	0	254	265	255	148	58	13
230	265	75	286	24	168	89	91	13	101	226	61	251	70	1	1	47	118	69	251	52	51	292	2	253	36	0	11	366	111	97	240	13
279	20	158	1	46	69	2	60	73	100	1	28	104	41	1	0	69	408	26	127	33	117	161	6	453	13	0	125	1	71	39	217	9
225	249	72	15	123	108	324	1	90	163	4	156	86	104	0	2	75	2	36	1	99	114	291	1	27	53	1	46	49	141	69	0	12
